Month,DayOfYear,City Name,Variety,Package,Price
9,272,ST. LOUIS,MINIATURE,1/2 bushel cartons,30.0
9,272,ST. LOUIS,MINIATURE,1/2 bushel cartons,30.75
9,272,ST. LOUIS,MINIATURE,1/2 bushel cartons,27.5
9,273,ST. LOUIS,MINIATURE,1/2 bushel cartons,30.0
9,273,ST. LOUIS,MINIATURE,1/2 bushel cartons,30.0
9,273,ST. LOUIS,MINIATURE,1/2 bushel cartons,28.75
9,273,ST. LOUIS,MINIATURE,1/2 bushel cartons,25.75
9,273,ST. LOUIS,MINIATURE,1/2 bushel cartons,24.0
9,273,ST. LOUIS,MINIATURE,1/2 bushel cartons,24.0
9,274,ST. LOUIS,MINIATURE,1/2 bushel cartons,30.0
9,274,ST. LOUIS,MINIATURE,1/2 bushel cartons,30.0
9,274,ST. LOUIS,MINIATURE,1/2 bushel cartons,28.75
9,274,ST. LOUIS,MINIATURE,1/2 bushel cartons,25.75
9,274,ST. LOUIS,MINIATURE,1/2 bushel cartons,24.0
9,274,ST. LOUIS,MINIATURE,1/2 bushel cartons,24.0
